"nomHotel","notapersona","data","estrelles","notaHotel","TipusHabitacio","DuradaEstancia","Nits","ProcedenciaComentari","TipusViatge","Acompanyament","ViajaConMascota","Season","recomanar"
"Hotel Lloret Ramblas",10,2018-09-19,"1",8.1,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.3,2018-09-18,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",9.6,2018-09-17,"1",8.1,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-09-16,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",6.3,2018-09-14,"1",8.1,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupo","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-09-14,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.5,2018-10-30,"1",8.1,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","SenseInformar","Grupo","N","QUART TRIMESTRE",1
"Hotel Lloret Ramblas",8.8,2018-09-14,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedenegocios","Personaqueviajasola","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",9.2,2018-09-13,"1",8.1,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-09-13,"1",8.1,"Habitacio Triple","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",7.5,2018-09-10,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Grupo","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.5,2018-09-10,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-09-08,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",5.4,2018-09-08,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",9.2,2018-09-07,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-09-06,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",6.7,2018-09-06,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedenegocios","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-10-30,"1",8.1,"Altres","Dos nits",2,"EnviadoporWeb","Viajedeocio","Grupo","N","QUART TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-09-01,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-08-31,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-08-28,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",7.9,2018-08-27,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","SenseInformar","Grupo","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.1,2018-08-25,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-08-23,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",8.8,2018-10-30,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","QUART TRIMESTRE",0
"Hotel Lloret Ramblas",7.5,2018-10-29,"1",8.1,"Habitacio Individual","Una Nit",1,"EnviadoporWeb","SenseInformar","Personaqueviajasola","N","QUART TRIMESTRE",1
"Hotel Lloret Ramblas",8.3,2018-08-22,"1",8.1,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",9.2,2018-08-14,"1",8.1,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",7.1,2018-08-12,"1",8.1,"Habitacio Individual","Una Nit",1,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",5.4,2018-08-12,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-08-11,"1",8.1,"Habitacio Individual","Una Nit",1,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-08-10,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","SenseInformar","Grupo","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",3.8,2018-08-10,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-08-08,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",8.3,2018-08-06,"1",8.1,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",6.7,2018-08-05,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",6.7,2018-08-05,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-08-20,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.5,2018-08-04,"1",8.1,"Habitacio Triple","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",9.6,2018-08-04,"1",8.1,"Habitacio Doble","Mesde7",8,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.3,2018-08-03,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","SenseInformar","Personaqueviajasola","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",9.6,2018-08-01,"1",8.1,"Habitacio Individual","Una Nit",1,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",7.5,2018-07-31,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","SenseInformar","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",9.2,2018-07-28,"1",8.1,"Habitacio Triple","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",5,2018-07-26,"1",8.1,"Altres","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-07-23,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",9.6,2018-07-21,"1",8.1,"Habitacio Doble","Estanciade6noches",6,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.3,2018-07-21,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-08-19,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-07-21,"1",8.1,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",5.4,2018-07-20,"1",8.1,"Habitacio Individual","Una Nit",1,"Enviadopormóvil","Viajedenegocios","Personaqueviajasola","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-07-20,"1",8.1,"Altres","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",9.6,2018-07-19,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",7.9,2018-07-17,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","SenseInformar","Grupodeamigos","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",8.3,2018-07-17,"1",8.1,"Habitacio Individual","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",7.1,2018-07-16,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Grupo","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",4.2,2018-07-16,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",9.6,2018-07-14,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","SenseInformar","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",5,2018-07-14,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","SenseInformar","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-08-18,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupo","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-07-13,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-07-13,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",9.2,2018-07-13,"1",8.1,"Habitacio Individual","Una Nit",1,"EnviadoporWeb","Viajedeocio","Personaqueviajasola","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",7.9,2018-07-13,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-07-13,"1",8.1,"Habitacio Individual","Una Nit",1,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",6.7,2018-07-12,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Grupo","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",9.6,2018-07-12,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedenegocios","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-07-11,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",6.7,2018-07-11,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-07-07,"1",8.1,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-08-17,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Grupo","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-07-07,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-07-07,"1",8.1,"Habitacio Individual","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",7.9,2018-07-05,"1",8.1,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",6.7,2018-07-03,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.5,2018-07-03,"1",8.1,"Habitacio Individual","Una Nit",1,"EnviadoporWeb","Viajedeocio","Personaqueviajasola","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-07-03,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-07-03,"1",8.1,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-07-02,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",8.3,2018-06-30,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",6.3,2018-06-29,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",8.8,2018-08-16,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-06-29,"1",8.1,"Habitacio Individual","De 3 a 5 Nits",5,"EnviadoporWeb","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",7.5,2018-06-28,"1",8.1,"Habitacio Individual","Dos nits",2,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",9.6,2018-06-28,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-06-26,"1",8.1,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-06-26,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",7.9,2018-06-25,"1",8.1,"Altres","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-06-23,"1",8.1,"Habitacio Triple","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",7.1,2018-06-22,"1",8.1,"Habitacio Individual","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",9.6,2018-06-21,"1",8.1,"Altres","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",6.7,2018-06-20,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-08-16,"1",8.1,"Habitacio Individual","Una Nit",1,"Enviadopormóvil","Viajedeocio","Grupodeamigos","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",6.3,2018-06-20,"1",8.1,"Habitacio Triple","De 3 a 5 Nits",4,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",6.7,2018-06-19,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","SenseInformar","Grupodeamigos","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",8.3,2018-06-18,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-06-17,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",6.3,2018-06-14,"1",8.1,"Habitacio Triple","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-06-14,"1",8.1,"Habitacio Triple","Dos nits",2,"EnviadoporWeb","Viajedeocio","Grupo","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",5.4,2018-08-15,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",5,2018-08-15,"1",8.1,"Habitacio Individual","Dos nits",2,"Enviadopormóvil","SenseInformar","Personaqueviajasola","N","TERCER TRIMESTRE",1
"Hotel Lloret Ramblas",7.9,2018-06-14,"1",8.1,"Habitacio Doble","Dos nits",2,"EnviadoporWeb","Viajedeocio","Grupo","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",9.2,2018-06-06,"1",8.1,"Habitacio Individual","Dos nits",2,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",7.9,2018-06-06,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",8.3,2018-06-05,"1",8.1,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-06-05,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",9.2,2018-06-05,"1",8.1,"Habitacio Individual","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",7.1,2018-06-04,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","SenseInformar","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",5.8,2018-06-03,"1",8.1,"Habitacio Triple","Una Nit",1,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-06-03,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",7.5,2018-06-01,"1",8.1,"Habitacio Individual","Dos nits",2,"Enviadopormóvil","Viajedenegocios","Personaqueviajasola","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",6.7,2018-06-01,"1",8.1,"Habitacio Individual","Dos nits",2,"Enviadopormóvil","Viajedenegocios","Grupo","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",6.7,2018-06-14,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",7.1,2018-06-01,"1",8.1,"Habitacio Individual","Una Nit",1,"EnviadoporWeb","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",9.2,2018-05-31,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-05-31,"1",8.1,"Altres","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-05-28,"1",8.1,"Habitacio Triple","De 3 a 5 Nits",4,"EnviadoporWeb","Viajedeocio","Grupo","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",6.7,2018-05-28,"1",8.1,"Habitacio Triple","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-05-28,"1",8.1,"Habitacio Triple","Una Nit",1,"EnviadoporWeb","Viajedeocio","Grupo","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-05-28,"1",8.1,"Habitacio Individual","Dos nits",2,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-05-27,"1",8.1,"Habitacio Individual","De 3 a 5 Nits",5,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-05-27,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",8.3,2018-05-27,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-06-13,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","SenseInformar","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-05-26,"1",8.1,"Habitacio Individual","Dos nits",2,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-05-26,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",7.5,2018-05-23,"1",8.1,"Habitacio Triple","De 3 a 5 Nits",5,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-05-23,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",4.6,2018-05-23,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",7.5,2018-05-23,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",5.5,2018-05-23,"1",8.1,"Habitacio Doble","Estanciade6noches",6,"Enviadopormóvil","SenseInformar","Grupo","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",5,2018-05-21,"1",8.1,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",10,2018-05-20,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-05-19,"1",8.1,"Habitacio Individual","Una Nit",1,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",8.8,2018-06-12,"1",8.1,"Habitacio Doble","Una Nit",1,"EnviadoporWeb","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",7.9,2018-05-19,"1",8.1,"Habitacio Doble","Dos nits",2,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",4,2018-05-19,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",5.8,2018-05-16,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",6.7,2018-05-14,"1",8.1,"Habitacio Individual","Dos nits",2,"Enviadopormóvil","Viajedeocio","Personaqueviajasola","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",9.6,2018-05-14,"1",8.1,"Habitacio Doble","Una Nit",1,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-05-14,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"EnviadoporWeb","Viajedeocio","Grupo","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-05-11,"1",8.1,"Habitacio Triple","Dos nits",2,"Enviadopormóvil","Viajedenegocios","Pareja","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",8.3,2018-05-07,"1",8.1,"Habitacio Triple","De 3 a 5 Nits",3,"Enviadopormóvil","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",10,2018-05-04,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",3,"Enviadopormóvil","SenseInformar","Familiaconniños","N","SEGON TRIMESTRE",0
"Hotel Lloret Ramblas",4.2,2018-05-04,"1",8.1,"Habitacio Triple","Una Nit",1,"EnviadoporWeb","Viajedeocio","Familiaconniños","N","SEGON TRIMESTRE",1
"Hotel Lloret Ramblas",8.8,2018-06-12,"1",8.1,"Habitacio Doble","De 3 a 5 Nits",4,"Enviadopormóvil","Viajedeocio","Pareja","N","SEGON TRIMESTRE",0
